Reach,Sampling Buckets,Per-query Epsilons,Error
500000,1,0.001,19999.000000
500000,1,0.002,23.228450
500000,1,0.004,3.968555
500000,1,0.006,1.707030
500000,1,0.008,1.220691
500000,1,0.01,0.895744
500000,1,0.02,0.433989
500000,1,0.03,0.261841
500000,1,0.04,0.199835
500000,1,0.05,0.159847
500000,1,0.06,0.138887
500000,1,0.08,0.108419
500000,1,0.10,0.091955
500000,1,0.12,0.088239
500000,1,0.14,0.073127
500000,1,0.15,0.070731
500000,1,0.16,0.068568
500000,1,0.18,0.065204
500000,1,0.20,0.062654
500000,1,0.25,0.054031
500000,1,0.30,0.053053
500000,1,0.35,0.052275
500000,1,0.40,0.046232
500000,1,0.50,0.049240
500000,1,0.60,0.046817
500000,1,0.80,0.046817
500000,1,1.00,0.045256
500000,2,0.001,39999.000000
500000,2,0.002,20.231830
500000,2,0.004,3.379701
500000,2,0.006,1.526819
500000,2,0.008,1.116273
500000,2,0.01,0.901893
500000,2,0.02,0.398910
500000,2,0.03,0.273615
500000,2,0.04,0.202982
500000,2,0.05,0.164952
500000,2,0.06,0.139042
500000,2,0.08,0.113014
500000,2,0.10,0.101156
500000,2,0.12,0.077481
500000,2,0.14,0.070862
500000,2,0.15,0.072556
500000,2,0.16,0.067542
500000,2,0.18,0.065491
500000,2,0.20,0.062099
500000,2,0.25,0.054654
500000,2,0.30,0.053522
500000,2,0.35,0.050394
500000,2,0.40,0.047265
500000,2,0.50,0.046216
500000,2,0.60,0.045092
500000,2,0.80,0.045092
500000,2,1.00,0.044894
500000,5,0.001,99999.000000
500000,5,0.002,17.083930
500000,5,0.004,2.715704
500000,5,0.006,1.482104
500000,5,0.008,1.344539
500000,5,0.01,0.859678
500000,5,0.02,0.364662
500000,5,0.03,0.276879
500000,5,0.04,0.209429
500000,5,0.05,0.173403
500000,5,0.06,0.145446
500000,5,0.08,0.111610
500000,5,0.10,0.097071
500000,5,0.12,0.080548
500000,5,0.14,0.070622
500000,5,0.15,0.068731
500000,5,0.16,0.065453
500000,5,0.18,0.065922
500000,5,0.20,0.060367
500000,5,0.25,0.056923
500000,5,0.30,0.050592
500000,5,0.35,0.048022
500000,5,0.40,0.048461
500000,5,0.50,0.045305
500000,5,0.60,0.046047
500000,5,0.80,0.046012
500000,5,1.00,0.044094
500000,10,0.001,199999.000000
500000,10,0.002,22.003904
500000,10,0.004,3.642092
500000,10,0.006,1.608923
500000,10,0.008,1.216974
500000,10,0.01,0.818186
500000,10,0.02,0.441069
500000,10,0.03,0.277335
500000,10,0.04,0.188153
500000,10,0.05,0.160105
500000,10,0.06,0.146084
500000,10,0.08,0.111085
500000,10,0.10,0.094392
500000,10,0.12,0.082680
500000,10,0.14,0.073391
500000,10,0.15,0.069630
500000,10,0.16,0.066450
500000,10,0.18,0.059843
500000,10,0.20,0.058834
500000,10,0.25,0.052790
500000,10,0.30,0.055539
500000,10,0.35,0.047937
500000,10,0.40,0.046303
500000,10,0.50,0.046982
500000,10,0.60,0.044026
500000,10,0.80,0.045178
500000,10,1.00,0.045169
500000,20,0.001,188.367692
500000,20,0.002,16.051617
500000,20,0.004,3.419708
500000,20,0.006,1.592196
500000,20,0.008,1.182430
500000,20,0.01,0.697898
500000,20,0.02,0.378277
500000,20,0.03,0.266650
500000,20,0.04,0.197581
500000,20,0.05,0.170786
500000,20,0.06,0.145482
500000,20,0.08,0.114083
500000,20,0.10,0.092541
500000,20,0.12,0.083390
500000,20,0.14,0.076905
500000,20,0.15,0.067850
500000,20,0.16,0.071406
500000,20,0.18,0.062975
500000,20,0.20,0.062973
500000,20,0.25,0.057451
500000,20,0.30,0.052708
500000,20,0.35,0.049777
500000,20,0.40,0.047203
500000,20,0.50,0.048825
500000,20,0.60,0.046919
500000,20,0.80,0.047873
500000,20,1.00,0.045011
500000,30,0.001,243.353150
500000,30,0.002,18.603722
500000,30,0.004,3.054160
500000,30,0.006,1.581785
500000,30,0.008,1.040675
500000,30,0.01,0.798646
500000,30,0.02,0.394706
500000,30,0.03,0.267835
500000,30,0.04,0.208334
500000,30,0.05,0.159733
500000,30,0.06,0.154078
500000,30,0.08,0.110898
500000,30,0.10,0.093259
500000,30,0.12,0.084593
500000,30,0.14,0.075883
500000,30,0.15,0.069442
500000,30,0.16,0.070370
500000,30,0.18,0.061114
500000,30,0.20,0.062068
500000,30,0.25,0.056733
500000,30,0.30,0.056347
500000,30,0.35,0.051419
500000,30,0.40,0.049337
500000,30,0.50,0.048297
500000,30,0.60,0.046819
500000,30,0.80,0.046258
500000,30,1.00,0.045865
500000,40,0.001,134.290876
500000,40,0.002,13.678220
500000,40,0.004,2.702896
500000,40,0.006,1.840693
500000,40,0.008,1.057695
500000,40,0.01,0.842012
500000,40,0.02,0.378357
500000,40,0.03,0.251164
500000,40,0.04,0.215302
500000,40,0.05,0.173248
500000,40,0.06,0.144104
500000,40,0.08,0.117141
500000,40,0.10,0.097403
500000,40,0.12,0.086172
500000,40,0.14,0.077584
500000,40,0.15,0.071793
500000,40,0.16,0.074354
500000,40,0.18,0.067197
500000,40,0.20,0.063551
500000,40,0.25,0.059682
500000,40,0.30,0.054017
500000,40,0.35,0.051909
500000,40,0.40,0.051909
500000,40,0.50,0.050150
500000,40,0.60,0.049806
500000,40,0.80,0.045613
500000,40,1.00,0.046660
500000,50,0.001,183.530276
500000,50,0.002,13.013693
500000,50,0.004,3.084534
500000,50,0.006,1.549283
500000,50,0.008,1.153589
500000,50,0.01,0.827563
500000,50,0.02,0.390808
500000,50,0.03,0.261189
500000,50,0.04,0.192432
500000,50,0.05,0.165057
500000,50,0.06,0.144276
500000,50,0.08,0.114372
500000,50,0.10,0.092849
500000,50,0.12,0.081826
500000,50,0.14,0.071770
500000,50,0.15,0.072713
500000,50,0.16,0.072121
500000,50,0.18,0.065207
500000,50,0.20,0.062592
500000,50,0.25,0.057789
500000,50,0.30,0.053916
500000,50,0.35,0.050122
500000,50,0.40,0.048914
500000,50,0.50,0.045637
500000,50,0.60,0.047267
500000,50,0.80,0.045359
500000,50,1.00,0.045637
500000,75,0.001,175.633813
500000,75,0.002,16.266088
500000,75,0.004,3.212236
500000,75,0.006,1.416096
500000,75,0.008,0.993967
500000,75,0.01,0.774566
500000,75,0.02,0.377457
500000,75,0.03,0.264698
500000,75,0.04,0.199655
500000,75,0.05,0.168739
500000,75,0.06,0.144293
500000,75,0.08,0.107378
500000,75,0.10,0.089657
500000,75,0.12,0.080951
500000,75,0.14,0.074478
500000,75,0.15,0.072621
500000,75,0.16,0.071270
500000,75,0.18,0.064311
500000,75,0.20,0.058667
500000,75,0.25,0.055801
500000,75,0.30,0.052895
500000,75,0.35,0.050044
500000,75,0.40,0.046913
500000,75,0.50,0.044894
500000,75,0.60,0.045836
500000,75,0.80,0.046883
500000,75,1.00,0.043357
500000,100,0.001,192.117383
500000,100,0.002,15.464975
500000,100,0.004,3.072778
500000,100,0.006,1.334351
500000,100,0.008,1.059322
500000,100,0.01,0.930798
500000,100,0.02,0.422651
500000,100,0.03,0.275614
500000,100,0.04,0.206143
500000,100,0.05,0.160921
500000,100,0.06,0.150674
500000,100,0.08,0.112935
500000,100,0.10,0.095197
500000,100,0.12,0.081810
500000,100,0.14,0.071550
500000,100,0.15,0.069767
500000,100,0.16,0.070180
500000,100,0.18,0.065838
500000,100,0.20,0.059510
500000,100,0.25,0.055478
500000,100,0.30,0.050700
500000,100,0.35,0.049742
500000,100,0.40,0.046834
500000,100,0.50,0.046724
500000,100,0.60,0.045695
500000,100,0.80,0.043973
500000,100,1.00,0.042522
500000,150,0.001,215.632406
500000,150,0.002,16.919421
500000,150,0.004,3.022135
500000,150,0.006,1.661572
500000,150,0.008,1.152433
500000,150,0.01,0.803418
500000,150,0.02,0.408556
500000,150,0.03,0.283161
500000,150,0.04,0.209753
500000,150,0.05,0.169580
500000,150,0.06,0.143863
500000,150,0.08,0.112079
500000,150,0.10,0.096559
500000,150,0.12,0.087586
500000,150,0.14,0.075843
500000,150,0.15,0.070988
500000,150,0.16,0.068736
500000,150,0.18,0.064155
500000,150,0.20,0.060314
500000,150,0.25,0.055607
500000,150,0.30,0.054520
500000,150,0.35,0.052446
500000,150,0.40,0.050180
500000,150,0.50,0.044432
500000,150,0.60,0.047444
500000,150,0.80,0.044393
500000,150,1.00,0.043496
500000,200,0.001,318.810856
500000,200,0.002,16.511110
500000,200,0.004,3.171265
500000,200,0.006,1.704465
500000,200,0.008,1.128038
500000,200,0.01,0.895730
500000,200,0.02,0.428396
500000,200,0.03,0.270423
500000,200,0.04,0.216822
500000,200,0.05,0.174274
500000,200,0.06,0.148179
500000,200,0.08,0.124054
500000,200,0.10,0.100952
500000,200,0.12,0.087803
500000,200,0.14,0.081604
500000,200,0.15,0.084658
500000,200,0.16,0.074719
500000,200,0.18,0.068352
500000,200,0.20,0.067277
500000,200,0.25,0.060955
500000,200,0.30,0.057883
500000,200,0.35,0.056841
500000,200,0.40,0.054806
500000,200,0.50,0.050716
500000,200,0.60,0.049584
500000,200,0.80,0.049533
500000,200,1.00,0.049683
500000,250,0.001,192.915651
500000,250,0.002,15.476518
500000,250,0.004,3.468193
500000,250,0.006,1.666233
500000,250,0.008,1.101450
500000,250,0.01,0.977838
500000,250,0.02,0.457887
500000,250,0.03,0.310565
500000,250,0.04,0.224685
500000,250,0.05,0.201270
500000,250,0.06,0.154863
500000,250,0.08,0.122221
500000,250,0.10,0.111423
500000,250,0.12,0.097849
500000,250,0.14,0.083460
500000,250,0.15,0.081916
500000,250,0.16,0.080572
500000,250,0.18,0.071319
500000,250,0.20,0.065986
500000,250,0.25,0.061178
500000,250,0.30,0.061156
500000,250,0.35,0.057000
500000,250,0.40,0.055827
500000,250,0.50,0.053634
500000,250,0.60,0.049135
500000,250,0.80,0.049135
500000,250,1.00,0.049137
500000,300,0.001,210.165830
500000,300,0.002,19.030660
500000,300,0.004,3.414537
500000,300,0.006,1.939216
500000,300,0.008,1.378202
500000,300,0.01,0.954358
500000,300,0.02,0.512544
500000,300,0.03,0.336697
500000,300,0.04,0.255096
500000,300,0.05,0.187493
500000,300,0.06,0.165541
500000,300,0.08,0.135190
500000,300,0.10,0.115871
500000,300,0.12,0.090811
500000,300,0.14,0.089151
500000,300,0.15,0.083408
500000,300,0.16,0.081169
500000,300,0.18,0.079131
500000,300,0.20,0.072683
500000,300,0.25,0.066247
500000,300,0.30,0.064965
500000,300,0.35,0.064965
500000,300,0.40,0.061122
500000,300,0.50,0.054759
500000,300,0.60,0.051377
500000,300,0.80,0.052189
500000,300,1.00,0.052571
500000,400,0.001,155.800705
500000,400,0.002,14.426276
500000,400,0.004,3.468636
500000,400,0.006,2.074150
500000,400,0.008,1.296416
500000,400,0.01,1.126699
500000,400,0.02,0.563376
500000,400,0.03,0.379627
500000,400,0.04,0.295349
500000,400,0.05,0.226000
500000,400,0.06,0.198282
500000,400,0.08,0.154814
500000,400,0.10,0.128552
500000,400,0.12,0.106843
500000,400,0.14,0.096529
500000,400,0.15,0.102564
500000,400,0.16,0.090734
500000,400,0.18,0.087728
500000,400,0.20,0.076647
500000,400,0.25,0.071782
500000,400,0.30,0.066021
500000,400,0.35,0.067340
500000,400,0.40,0.064608
500000,400,0.50,0.062998
500000,400,0.60,0.057811
500000,400,0.80,0.055781
500000,400,1.00,0.056314
500000,500,0.001,391.549110
500000,500,0.002,18.300739
500000,500,0.004,4.079557
500000,500,0.006,2.290859
500000,500,0.008,1.661521
500000,500,0.01,1.185707
500000,500,0.02,0.612525
500000,500,0.03,0.435921
500000,500,0.04,0.339074
500000,500,0.05,0.252523
500000,500,0.06,0.236461
500000,500,0.08,0.169579
500000,500,0.10,0.149181
500000,500,0.12,0.124047
500000,500,0.14,0.109090
500000,500,0.15,0.102479
500000,500,0.16,0.100829
500000,500,0.18,0.093992
