Reach,Sampling Buckets,Per-query Epsilons,Error
500000,1,0.001,5.044858
500000,1,0.002,4.903240
500000,1,0.004,4.739279
500000,1,0.006,4.165977
500000,1,0.008,4.574154
500000,1,0.01,3.886354
500000,1,0.02,2.365823
500000,1,0.03,1.206066
500000,1,0.04,0.874831
500000,1,0.05,0.633230
500000,1,0.06,0.512350
500000,1,0.08,0.342871
500000,1,0.10,0.269065
500000,1,0.12,0.227403
500000,1,0.14,0.200241
500000,1,0.15,0.185744
500000,1,0.16,0.173683
500000,1,0.18,0.151065
500000,1,0.20,0.141658
500000,1,0.25,0.115586
500000,1,0.30,0.096803
500000,1,0.35,0.085754
500000,1,0.40,0.079136
500000,1,0.50,0.067173
500000,1,0.60,0.059535
500000,1,0.80,0.050510
500000,1,1.00,0.047350
500000,2,0.001,5.025321
500000,2,0.002,4.729594
500000,2,0.004,4.899801
500000,2,0.006,3.845987
500000,2,0.008,4.111579
500000,2,0.01,3.570351
500000,2,0.02,2.514304
500000,2,0.03,1.109414
500000,2,0.04,0.795947
500000,2,0.05,0.538425
500000,2,0.06,0.469096
500000,2,0.08,0.349699
500000,2,0.10,0.278913
500000,2,0.12,0.227061
500000,2,0.14,0.191957
500000,2,0.15,0.179912
500000,2,0.16,0.169128
500000,2,0.18,0.154468
500000,2,0.20,0.145231
500000,2,0.25,0.114912
500000,2,0.30,0.099720
500000,2,0.35,0.084769
500000,2,0.40,0.075665
500000,2,0.50,0.065954
500000,2,0.60,0.058526
500000,2,0.80,0.048420
500000,2,1.00,0.044879
500000,5,0.001,5.364741
500000,5,0.002,5.014273
500000,5,0.004,4.192801
500000,5,0.006,3.872332
500000,5,0.008,4.671611
500000,5,0.01,3.783197
500000,5,0.02,2.932849
500000,5,0.03,1.226659
500000,5,0.04,0.773543
500000,5,0.05,0.564273
500000,5,0.06,0.477927
500000,5,0.08,0.328126
500000,5,0.10,0.276352
500000,5,0.12,0.222425
500000,5,0.14,0.193604
500000,5,0.15,0.182466
500000,5,0.16,0.171417
500000,5,0.18,0.152928
500000,5,0.20,0.138394
500000,5,0.25,0.112613
500000,5,0.30,0.100373
500000,5,0.35,0.085735
500000,5,0.40,0.077118
500000,5,0.50,0.065627
500000,5,0.60,0.057301
500000,5,0.80,0.049089
500000,5,1.00,0.043825
500000,10,0.001,5.132930
500000,10,0.002,5.002984
500000,10,0.004,4.094615
500000,10,0.006,4.453314
500000,10,0.008,4.448716
500000,10,0.01,3.619836
500000,10,0.02,2.216671
500000,10,0.03,1.187278
500000,10,0.04,0.772227
500000,10,0.05,0.548871
500000,10,0.06,0.461889
500000,10,0.08,0.350548
500000,10,0.10,0.273201
500000,10,0.12,0.222208
500000,10,0.14,0.192114
500000,10,0.15,0.184639
500000,10,0.16,0.168797
500000,10,0.18,0.160663
500000,10,0.20,0.135195
500000,10,0.25,0.119598
500000,10,0.30,0.097167
500000,10,0.35,0.084957
500000,10,0.40,0.076910
500000,10,0.50,0.066356
500000,10,0.60,0.057355
500000,10,0.80,0.050206
500000,10,1.00,0.044581
500000,20,0.001,5.032066
500000,20,0.002,5.387115
500000,20,0.004,4.264313
500000,20,0.006,4.336543
500000,20,0.008,3.835389
500000,20,0.01,3.914742
500000,20,0.02,2.542372
500000,20,0.03,1.126820
500000,20,0.04,0.834892
500000,20,0.05,0.550605
500000,20,0.06,0.447892
500000,20,0.08,0.329923
500000,20,0.10,0.272156
500000,20,0.12,0.225896
500000,20,0.14,0.191806
500000,20,0.15,0.182084
500000,20,0.16,0.174086
500000,20,0.18,0.152385
500000,20,0.20,0.139193
500000,20,0.25,0.112485
500000,20,0.30,0.097569
500000,20,0.35,0.085176
500000,20,0.40,0.076135
500000,20,0.50,0.066675
500000,20,0.60,0.058680
500000,20,0.80,0.050442
500000,20,1.00,0.042958
500000,30,0.001,6.043821
500000,30,0.002,4.709340
500000,30,0.004,4.371993
500000,30,0.006,4.330560
500000,30,0.008,4.599067
500000,30,0.01,4.162717
500000,30,0.02,2.338530
500000,30,0.03,1.111950
500000,30,0.04,0.780554
500000,30,0.05,0.598667
